page,item_code,product_code,requested_product_name,verification_status,verification_status_label,official_source_url,official_product_title,official_image_url,official_text_from_company_site,verification_note
Page 2,05380,YKK-50,500x270x300mm 5mm thick,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/small-glass-fish-tank/,Small Glass Fish Tank,https://yeeaquarium.com/wp-content/uploads/2024/03/small-glass-fish-tank.webp,"Official features: 5MM thickened fish tank HD small glass fish tank Finely polished glass fish tank Purely hand-pasted glass

Official product contents: The yee small glass fish tank is made of 5MM thickened glass to ensure stability and durability. More than 91% light transmittance brings a high-definition viewing experience. It is finely polished to present a crystal clear visual effect. It is handmade by a master with more than 15 years of experience and carefully crafted from German WACKER glass glue. Filled with glue, every detail demonstrates ingenuity, making it an ideal choice for fish farming enthusiasts. 5MM thickened fish tank The yee fish tank uses 5MM thickened glass material. This design not only enhances the structural stability of the fish tank, but also greatly reduces the risk of deformation caused by external force or water pressure. The use of thickened glass significantly improves the overall endurance of the fish tank, ensuring the safety of the fish tank in long-term use, allowing every fish farming enthusiast to enjoy the fun of fish farming without worrying about the glass breaking. HD small glass fish tank In order to provide the best experience, yee fish tank uses high-definition glass with a light transmittance of over 91%. This kind of glass material can restore the natural colors of fish to the greatest extent, making the scenery in the fish tank clearly visible, as if you are in a miniature underwater world. Whether you are watching the elegant swimming posture of fish or observing their subtle living habits, it can bring you incomparable real visual enjoyment. Finely polished glass fish tank During the production process of yee fish tank, we pay attention to details. We use high-precision grinders to finely process the edges of the glass. This step ensures that the edges of the fish tank are smooth and have no sharp corners. At the same time, it also makes the fish tank show a more three-dimensional and transparent mirror effect. No matter from which angle you look at it, the fish tank is as crystal clear as crystal. It adds a touch of elegance and purity to the home environment. Purely hand-pasted glass The yee fish tank is handmade by a master with more than 15 years of experience. Every process embodies the hard work and wisdom of the craftsman. In the production process of fish tanks, the glue filling process specially uses German WACKER glass glue, and the average thickness of the glue filling is precisely controlled between 1-1.5MM. This ensures the uniformity of the glue strip and the absence of bubbles. This treatment further improves the airtightness and durability of the fish tank. The extreme pursuit of details by yee fish tank is reflected in these aspects. This is the guarantee of its excellent quality. It is also the key to the yee small glass fish tank’s market reputation.","Official small glass fish tank page confirms 5MM thickened glass, but exact YKK-50 dimensions were not visible on the company site."
Page 2,05381,YKK-60,600x300x350mm 5mm thick,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/small-glass-fish-tank/,Small Glass Fish Tank,https://yeeaquarium.com/wp-content/uploads/2024/03/small-glass-fish-tank.webp,"Official features: 5MM thickened fish tank HD small glass fish tank Finely polished glass fish tank Purely hand-pasted glass

Official product contents: The yee small glass fish tank is made of 5MM thickened glass to ensure stability and durability. More than 91% light transmittance brings a high-definition viewing experience. It is finely polished to present a crystal clear visual effect. It is handmade by a master with more than 15 years of experience and carefully crafted from German WACKER glass glue. Filled with glue, every detail demonstrates ingenuity, making it an ideal choice for fish farming enthusiasts. 5MM thickened fish tank The yee fish tank uses 5MM thickened glass material. This design not only enhances the structural stability of the fish tank, but also greatly reduces the risk of deformation caused by external force or water pressure. The use of thickened glass significantly improves the overall endurance of the fish tank, ensuring the safety of the fish tank in long-term use, allowing every fish farming enthusiast to enjoy the fun of fish farming without worrying about the glass breaking. HD small glass fish tank In order to provide the best experience, yee fish tank uses high-definition glass with a light transmittance of over 91%. This kind of glass material can restore the natural colors of fish to the greatest extent, making the scenery in the fish tank clearly visible, as if you are in a miniature underwater world. Whether you are watching the elegant swimming posture of fish or observing their subtle living habits, it can bring you incomparable real visual enjoyment. Finely polished glass fish tank During the production process of yee fish tank, we pay attention to details. We use high-precision grinders to finely process the edges of the glass. This step ensures that the edges of the fish tank are smooth and have no sharp corners. At the same time, it also makes the fish tank show a more three-dimensional and transparent mirror effect. No matter from which angle you look at it, the fish tank is as crystal clear as crystal. It adds a touch of elegance and purity to the home environment. Purely hand-pasted glass The yee fish tank is handmade by a master with more than 15 years of experience. Every process embodies the hard work and wisdom of the craftsman. In the production process of fish tanks, the glue filling process specially uses German WACKER glass glue, and the average thickness of the glue filling is precisely controlled between 1-1.5MM. This ensures the uniformity of the glue strip and the absence of bubbles. This treatment further improves the airtightness and durability of the fish tank. The extreme pursuit of details by yee fish tank is reflected in these aspects. This is the guarantee of its excellent quality. It is also the key to the yee small glass fish tank’s market reputation.","Official small glass fish tank page confirms 5MM thickened glass, but exact YKK-60 dimensions were not visible on the company site."
Page 2,16932,YEE-1090,35x35x35 6mm thick,not_found_on_official_site,No confirmed official company product page found,,,,,"No official YEE page with this exact code, name, or dimensions found on yeeaquarium.com."
Page 2,05662,YCG-40,40x40x40cm 6mm thick,not_found_on_official_site,No confirmed official company product page found,,,,,"No official YEE page with this exact code, name, or dimensions found on yeeaquarium.com."
Page 2,C5-1062-1,C5-1062,60x40x40cm 8mm,not_found_on_official_site,No confirmed official company product page found,,,,,"No official YEE page with this exact code, name, or dimensions found on yeeaquarium.com."
Page 2,C5-1123-2,C5-1123,Bare side stream tank 60x15x15cm 6mm water pump,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/yee-wholesale-desktop-side-filter-aquarium/,YEE Wholesale Desktop Side Filter Aquarium,https://yeeaquarium.com/wp-content/uploads/2025/06/策划_01.jpg,"Official features: Integrated filtration 3640cm³ large filter chamber 3MM sewage suction port 1:3 circulation filtration 91% low iron glass

Official product contents: Integrated filter, made of low-iron glass, light transmittance ≥ 91%, 3640cm³ large filter chamber, 1:3 cycle filtration, 3MM sewage outlet, 3D light and shadow atmosphere lamp",Official YEE desktop side-filter aquarium page found; exact C5-1123 60x15x15cm model was not visible on the company site.
Page 2,C1-1113-2,C1-1113,Yee Small Fish Feed All-in-One 0.6mm 75g,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/micro-pellets-small-fish-food/,Micro Pellets Small Fish Food,https://yeeaquarium.com/wp-content/uploads/2025/07/小型鱼配合饲料-1.jpg,"Official features: 0.5mm micro particles 50% high protein Safety 0 additives Adopt anti-turbid water technology

Official product contents: High-quality small fish feed, 0.6mm micro-particles, 50% high protein, safe and 0 additives, using anti-muddy water technology, will not pollute the fish tank","Official micro pellets small fish food page mentions 0.6mm micro-particles, but exact C1-1113 / 75g code was not visible on the company site."
Page 2,C1-1127-1,C1-1127,Goldfish Orchid Longevity Jade Fungus + Spirulina Color Yang Compound Feed 290g Slow Sinking 3.0mm,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/yee-wholesale-goldfish-fish-food/,YEE Wholesale Goldfish Fish Food,https://yeeaquarium.com/wp-content/uploads/2025/03/0922金鱼兰寿鱼粮_01.jpg,"Official features: 45% protein content 10% astaxanthin for color enhancement Added 2 million fish probiotics Advanced dual-axis design production, no powdering for 24 hours

Official product contents: 45% high protein, spirulina is easier to absorb, and probiotics regulate the stomach and intestines",Official YEE goldfish fish food page found; exact C1-1127 / 290g / 3.0mm variant was not visible on the company site.
Page 2,C1-1073-1a,C1-1073,Betta fish food 0.8mm 130g New,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact code or Betta fish food variant found on yeeaquarium.com.
Page 2,C1-1082-5,C1-1082,Imitation red worm feed 0.5mm 115g,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact imitation red worm feed variant found on yeeaquarium.com.
Page 2,C1-1065-1,C1-1065,Floating Grain - Competition Grade 45% High Protein [1.5mm Small Particles] 300g Bag,not_found_on_official_site,No confirmed official company product page found,,,,,"No official YEE page with this exact code, 45% protein, 1.5mm, 300g variant found on yeeaquarium.com."
Page 2,C1-1066-2,C1-1066,[40% High Protein] Special Food for Ornamental Shrimp 260g,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact ornamental shrimp food variant found on yeeaquarium.com.
Page 2,03446a,YYY-078,New Shelled Eggs (80g 150ml) White Bottle + Feeder,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/yee-wholesale-brine-shrimp-eggs-and-fish-food/,YEE Wholesale Brine Shrimp Eggs And Fish Food,https://yeeaquarium.com/wp-content/uploads/2025/04/丰年虾卵_01.jpg,"Official features: Ultra-fine eggs, as fine as 0.1mm ≥50% high-quality protein nutrition Cleanly shelled, easy to digest and absorb 0 additives, no burden for young fish to eat

Official product contents: 99% pure shrimp eggs, 68% meat protein, helps to increase body and color, new technology, no muddy water, no oil spray, slow decomposition, contains probiotics, easy to eat, easy to digest and easy to absorb",Official YEE brine shrimp eggs / fish food page found; exact YYY-078 white bottle + feeder variant was not visible on the company site.
Page 2,C1-1125-1,C1-1125,Yee Aqua-Hermit Crab Freeze-Dried Feast 55g,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact hermit crab freeze-dried product found on yeeaquarium.com.
Page 3,C1-1082-2a,C1-1082,[All-in-one] Microparticles / 0.2mm / 210g,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/micro-pellets-small-fish-food/,Micro Pellets Small Fish Food,https://yeeaquarium.com/wp-content/uploads/2025/07/小型鱼配合饲料-1.jpg,"Official features: 0.5mm micro particles 50% high protein Safety 0 additives Adopt anti-turbid water technology

Official product contents: High-quality small fish feed, 0.6mm micro-particles, 50% high protein, safe and 0 additives, using anti-muddy water technology, will not pollute the fish tank",Official micro pellets small fish food page found; exact C1-1082 / 0.2mm / 210g variant was not visible on the company site.
Page 3,C1-1134-6,C1-1134,"Ranchu goldfish formulated feed, 1.5mm diameter, sinks 500g per bag",official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/yee-wholesale-goldfish-fish-food/,YEE Wholesale Goldfish Fish Food,https://yeeaquarium.com/wp-content/uploads/2025/03/0922金鱼兰寿鱼粮_01.jpg,"Official features: 45% protein content 10% astaxanthin for color enhancement Added 2 million fish probiotics Advanced dual-axis design production, no powdering for 24 hours

Official product contents: 45% high protein, spirulina is easier to absorb, and probiotics regulate the stomach and intestines",Official YEE goldfish fish food page found; exact Ranchu / C1-1134 / 500g variant was not visible on the company site.
Page 3,C1-1086-1,C1-1086,Yee Aquarium Freeze-dried Brine Shrimp Chunks 18g 225ml,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/brine-shrimp-fish-food/,Brine Shrimp Fish Food,https://yeeaquarium.com/wp-content/uploads/2025/01/fish-food-2.webp,"Official features: Carefully selected fairy shrimp rich in astaxanthin to promote the development and color enhancement of fish. Made from 100% natural ingredients, it can be pasted on the fish tank wall for feeding. The FD vacuum quick – freezing technology preserves the taste and texture of fairy shrimp. The protein content reaches 52.38%.

Official product contents: Our new – generation tablet fish food is made from natural ingredients and is less likely to cloud the water quality during feeding. Many aquarium enthusiasts love to buy tablet fish food because it has a certain ornamental value when attached to the fish tank. However, tablet fish food has a fatal problem – it is prone to causing water turbidity. Therefore, we have developed tablet fish food made from 100% natural raw materials, which effectively solves the problem of water turbidity caused by ingredients. We meticulously select high – quality brine shrimp as raw materials and carefully raise them with a variety of high – grade algae throughout the process. The brine shrimp cultivated in this way are rich in astaxanthin, vitamins, and a variety of minerals. They can not only enhance the brilliant colors of fish but also fully meet their nutritional needs, facilitating the healthy growth of fish. The advanced FD vacuum quick – freezing technology is adopted. Under low – temperature conditions, food ingredients are rapidly frozen, which can preserve their nutrients, flavor compounds, and original shapes to the greatest extent, ensuring top – notch quality. The protein content of this product reaches 60.49%, far exceeding the protein standards set by China, the European Union, and the United States. Boasting excellent quality, it stands out among similar products and can be regarded as a benchmark in the industry. All raw materials are sourced directly from nature, ensuring 100% natural origin. The product contains no added pigments, feeding attractants, or hormones, presenting you with a pure, safe, and reassuring choice.",Official brine shrimp fish food page found; exact C1-1086 / 18g / 225ml chunks variant was not visible on the company site.
Page 3,C1-1124-1,C1-1124,Yee Brand 3-in-1 Betta Fish Food 15g,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/15g-micro-pellets-fish-food/,15g micro pellets fish food,https://yeeaquarium.com/wp-content/uploads/2025/07/小型鱼_01.jpg,"Official features: 40% high protein Authoritative organization testing Full range of five formulas No powdering when soaked in water

Official product contents: 40% high protein, no need to worry about soaking, no powdering in water, safe to use, tested by authoritative organizations, produced in our own factory",Official 15g micro pellets page found; exact 3-in-1 Betta Fish Food / C1-1124 was not visible on the company site.
Page 3,12420,YYH-125,White Spot Cleaner 300ml,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact White Spot Cleaner product found on yeeaquarium.com.
Page 3,19768a,YYH-207,Methylene blue solution 600ml,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact Methylene blue 600ml product found on yeeaquarium.com.
Page 3,02856a,YYH-006,Bactericidal / antibacterial / instant powder 2g/bag x 10 bags [1 box],not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact bactericidal / antibacterial powder product found on yeeaquarium.com.
Page 4,c2-1016-2,c2-1016,Yee Aquarium Cleansing Ammonia Series Active Probiotics 760ml,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/yee-wholesale-liquid-state-nitrifier/,Yee Wholesale Liquid State Nitrifier,https://yeeaquarium.com/wp-content/uploads/2025/06/药水-1.jpg,"Official features: Maintain water quality Effective in 36 hours Removes ammonia and chlorine Decomposes feces

Official product contents: Yee Wholesale Liquid State Nitrifier，Biological live bacteria, decompose feces, take effect in 36 hours, improve intestinal tract, remove ammonia and chlorine, active bacteria, maintain water quality filling",Official YEE liquid state nitrifier page found; exact c2-1016 / 760ml package was not visible on the company site.
Page 4,c2-1016-1a,c2-1016,Yee Aquarium Cleansing Ammonia Series Active Probiotics 400ml,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/yee-wholesale-liquid-state-nitrifier/,Yee Wholesale Liquid State Nitrifier,https://yeeaquarium.com/wp-content/uploads/2025/06/药水-1.jpg,"Official features: Maintain water quality Effective in 36 hours Removes ammonia and chlorine Decomposes feces

Official product contents: Yee Wholesale Liquid State Nitrifier，Biological live bacteria, decompose feces, take effect in 36 hours, improve intestinal tract, remove ammonia and chlorine, active bacteria, maintain water quality filling",Official YEE liquid state nitrifier page found; exact c2-1016 / 400ml package was not visible on the company site.
Page 4,02924,YYH-039,Yee Blue Classic - Chlorine Removal Water Stabilizer 535ml,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact Blue Classic chlorine removal stabilizer found on yeeaquarium.com.
Page 4,16940,YYH-173,Anti-stress water stabilizer 500ml New style,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact anti-stress water stabilizer 500ml found on yeeaquarium.com.
Page 4,C3-1010-3,C3-1010,[Ammonia nitrogen tester] can test about 60 times / accurate and fast,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact ammonia nitrogen tester found on yeeaquarium.com.
Page 4,C3-1010-1,C3-1010,[Nitrite test kit] can test about 100 times / accurate and fast,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact nitrite test kit found on yeeaquarium.com.
Page 4,C4-1123-1a,C4-1123,[Novice Level 50] 9-in-1 / Bucket / With Comparison Chart,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact 9-in-1 test strip bucket found on yeeaquarium.com.
Page 4,C2-1005-1,C2-1005,Yee Aquarium Nitrifying Bacteria + Probiotics Capsules 50 capsules,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact nitrifying bacteria + probiotics capsule product found on yeeaquarium.com.
Page 4,C2-1005-2,C2-1005,Yee Aquarium Nitrifying Bacteria + Probiotics Capsules 100 Capsules,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact nitrifying bacteria + probiotics capsule product found on yeeaquarium.com.
Page 4,19429,YYH-189,Algaecide 500ml New Style,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact algaecide 500ml product found on yeeaquarium.com.
Page 4,19939,YYH-216,Anti-stress water stabilizer 1000ml New style,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact anti-stress water stabilizer 1000ml found on yeeaquarium.com.
Page 5,06834,YAN-804,Multivitamin mineral salt 500g,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact multivitamin mineral salt product found on yeeaquarium.com.
Page 5,01831,YAN-915,500G Multivitamin Salt Box YAN-915,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact YAN-915 salt box product found on yeeaquarium.com.
Page 5,02938a,YYH-053,Yee Blue Classic - Methylene Blue Solution 235ml,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact methylene blue 235ml product found on yeeaquarium.com.
Page 5,C4-1123-2a,C4-1123,[Refill] 9 in 1 / Refill / 50 pieces,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact 9-in-1 refill product found on yeeaquarium.com.
Page 5,07509,YFF-049,Water grass mud fertility upgrade fine grain 1.5L,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/yee-wholesale-aquarium-soil/,YEE Wholesale Aquarium Soil,https://yeeaquarium.com/wp-content/uploads/2025/05/水草泥详情_01.jpg,"Official features: High fertility without muddy water High-quality volcanic mud, long-lasting fertility release High-tech sintering, low-temperature firing, no powdering 3-pass screening without cleaning, UV sterilization

Official product contents: YEE wholesale aquarium soil, containing organic + mineral nutrients, can provide lasting fertility. High temperature sintering, low temperature firing, no differentiation and more durable",Official YEE aquarium soil page found; exact YFF-049 fine grain 1.5L variant was not visible on the company site.
Page 5,07512,YFF-052,Water grass mud fertility upgrade coarse grain 3L,official_family_only,Official company page for product family; exact code/variant not visible,https://yeeaquarium.com/product/yee-wholesale-aquarium-soil/,YEE Wholesale Aquarium Soil,https://yeeaquarium.com/wp-content/uploads/2025/05/水草泥详情_01.jpg,"Official features: High fertility without muddy water High-quality volcanic mud, long-lasting fertility release High-tech sintering, low-temperature firing, no powdering 3-pass screening without cleaning, UV sterilization

Official product contents: YEE wholesale aquarium soil, containing organic + mineral nutrients, can provide lasting fertility. High temperature sintering, low temperature firing, no differentiation and more durable",Official YEE aquarium soil page found; exact YFF-052 coarse grain 3L variant was not visible on the company site.
Page 5,13343,PYD-200,Fish tank descaling agent 200ml,not_found_on_official_site,No confirmed official company product page found,,,,,No official YEE page with this exact descaling agent product found on yeeaquarium.com.
